Protein	gene	Indistinguishable.Proteins	Description	ko_id
26344	P41815	group7_bins.83_contig_3134574_30		rank: C;maltose transport system substrate-binding protein (db=kegg)	K25086
26345	P41817	group7_bins.83_contig_3134576_15		rank: D;ODP family beta lactamase [PF19583.4];Flavin reductase like domain [PF01613.23];Flavodoxin [PF00258.30];Flavodoxin domain [PF12724.12];Rubrerythrin, rubredoxin-like domain [PF21349.2];Metallo-beta-lactamase superfamily [PF00753.32] (db=pfam)	NA
26346	P41820	group7_bins.83_contig_3134583_11		rank: C;putative multiple sugar transport system substrate-binding protein (db=kegg)	K10546
26347	P41824	group7_bins.83_contig_3134583_97		rank: C;galactofuranose transport system substrate-binding protein (db=kegg)	K23508
26348	P41828	group7_bins.83_contig_3134591_2		rank: C;lactose/L-arabinose transport system substrate-binding protein (db=kegg)	K10188
26349	P41829	group7_bins.83_contig_3134591_8		rank: C;carboxybiotin decarboxylase [EC:7.2.4.1] (db=kegg)	K20509
26350	P41831	group7_bins.83_contig_3134594_66		rank: C;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12] (db=kegg)	K00134
26351	P41834	group8_bins.111_contig_2746925_8		rank: E	NA
26352	P41835	group8_bins.111_contig_2746945_18		rank: D;ODP family beta lactamase [PF19583.4];Flavodoxin domain [PF12724.12];Flavodoxin [PF00258.30];Metallo-beta-lactamase superfamily [PF00753.32] (db=pfam)	NA
26353	P41837	group8_bins.111_contig_2746974_14		rank: C;glutamate dehydrogenase (NADP+) [EC:1.4.1.4] (db=kegg)	K00262
26354	P41838	group8_bins.111_contig_2746978_3		rank: C;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12] (db=kegg)	K00134
26355	P41839	group8_bins.111_contig_2746978_4		rank: C;formate C-acetyltransferase [EC:2.3.1.54] (db=kegg)	K00656
26356	P41841	group8_bins.111_contig_2746981_2		rank: D;Dockerin type I domain [PF00404.23] (db=pfam)	NA
26357	P41843	group8_bins.111_contig_2747005_1		rank: D;SPFH domain-Band 7 family [PF13421.11] (db=pfam)	NA
26358	P41844	group8_bins.111_contig_2747011_23		rank: C;large subunit ribosomal protein L7/L12 (db=kegg)	K02935
26359	P41847	group8_bins.111_contig_2747022_13		rank: C;F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6] (db=kegg)	K14127
26360	P41848	group8_bins.111_contig_2747022_72		rank: E	NA
26361	P41849	group8_bins.111_contig_2747022_73		rank: D;GGGtGRT protein [PF14057.11] (db=pfam)	NA
26362	P41850	group8_bins.111_contig_2747037_2		rank: C;multiple sugar transport system ATP-binding protein [EC:7.5.2.-] (db=kegg)	K10112
26363	P41851	group8_bins.111_contig_2747038_23		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
26364	P41853	group8_bins.111_contig_2747063_14		rank: C;small subunit ribosomal protein S15 (db=kegg)	K02956
26365	P41855	group8_bins.151_contig_2582388_16		rank: C;formate--tetrahydrofolate ligase [EC:6.3.4.3] (db=kegg)	K01938
26366	P41856	group8_bins.151_contig_2582388_18		rank: C;cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79] (db=kegg)	K00574
26367	P41860	group8_bins.151_contig_2582399_5		rank: C;dipeptidase [EC:3.4.-.-] (db=kegg)	K08659
26368	P41861	group8_bins.151_contig_2582403_32		rank: C;ATP-dependent Clp protease ATP-binding subunit ClpL (db=kegg)	K04086
26369	P41863	group8_bins.151_contig_2582420_3		rank: C;elongation factor Tu (db=kegg)	K02358
26370	P41865	group8_bins.151_contig_2582423_4		rank: C;enolase 1/2/3 [EC:4.2.1.11] (db=kegg)	K01689
26371	P41867	group8_bins.151_contig_2582447_40		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
26372	P41870	group8_bins.18_contig_291446_18		rank: C;superoxide reductase [EC:1.15.1.2] (db=kegg)	K05919
26373	P41871	group8_bins.18_contig_291446_19		rank: D;E1-E2 ATPase [PF00122.25];Cation transporting ATPase, C-terminus [PF00689.26];haloacid dehalogenase-like hydrolase [PF00702.31];Cation transport ATPase (P-type) [PF13246.11];Cation transporter/ATPase, N-terminus [PF00690.31];haloacid dehalogenase-like hydrolase [PF08282.17] (db=pfam)	NA
26374	P41873	group8_bins.18_contig_291452_4		rank: C;RNA polymerase primary sigma factor (db=kegg)	K03086
26375	P41875	group8_bins.18_contig_291458_1		rank: D;Bacterial flagellin C-terminal helical region [PF00700.26] (db=pfam)	NA
26376	P41876	group8_bins.18_contig_291458_4		rank: C;molecular chaperone HtpG (db=kegg)	K04079
26377	P41877	group8_bins.18_contig_291458_9		rank: C;malate dehydrogenase [EC:1.1.1.37] (db=kegg)	K00024
26378	P41878	group8_bins.18_contig_291461_17		rank: D;Rubrerythrin [PF02915.22];Rubrerythrin, rubredoxin-like domain [PF21349.2] (db=pfam)	NA
26379	P41879	group8_bins.18_contig_291461_39		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
26380	P41883	group8_bins.18_contig_291467_7		rank: C;glutamine synthetase [EC:6.3.1.2] (db=kegg)	K01915
26381	P41884	group8_bins.18_contig_291469_1		rank: C;lysyl-tRNA synthetase, class II [EC:6.1.1.6] (db=kegg)	K04567
26382	P41885	group8_bins.18_contig_291472_10		rank: C;pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-] (db=kegg)	K03737
26383	P41887	group8_bins.18_contig_291475_5		rank: C;F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1] (db=kegg)	K02112
26384	P41888	group8_bins.18_contig_291475_6		rank: C;F-type H+-transporting ATPase subunit gamma (db=kegg)	K02115
26385	P41889	group8_bins.18_contig_291475_7		rank: C;F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1] (db=kegg)	K02111
26386	P41890	group8_bins.18_contig_291476_17		rank: C;two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3] (db=kegg)	K03407
26387	P41892	group8_bins.18_contig_291476_33		rank: C;small subunit ribosomal protein S7 (db=kegg)	K02992
26388	P41893	group8_bins.18_contig_291476_34		rank: C;elongation factor G (db=kegg)	K02355
26389	P41894	group8_bins.18_contig_291476_35		rank: C;elongation factor Tu (db=kegg)	K02358
26390	P41895	group8_bins.18_contig_291476_38		rank: C;large subunit ribosomal protein L4 (db=kegg)	K02926
26391	P41896	group8_bins.18_contig_291477_29		rank: C;2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11] (db=kegg)	K00174
26392	P41897	group8_bins.18_contig_291477_8		rank: C;branched-chain amino acid transport system substrate-binding protein (db=kegg)	K01999
26393	P41898	group8_bins.18_contig_291478_18		rank: C;large subunit ribosomal protein L17 (db=kegg)	K02879
26394	P41899	group8_bins.18_contig_291478_20		rank: C;small subunit ribosomal protein S4 (db=kegg)	K02986
26395	P41900	group8_bins.18_contig_291478_22		rank: C;small subunit ribosomal protein S13 (db=kegg)	K02952
26396	P41901	group8_bins.18_contig_291478_28		rank: C;small subunit ribosomal protein S5 (db=kegg)	K02988
26397	P41904	group8_bins.18_contig_291478_33		rank: C;large subunit ribosomal protein L5 (db=kegg)	K02931
26398	P41905	group8_bins.18_contig_291478_40		rank: C;large subunit ribosomal protein L22 (db=kegg)	K02890
26399	P41907	group8_bins.18_contig_291478_42		rank: C;large subunit ribosomal protein L2 (db=kegg)	K02886
26400	P41908	group8_bins.18_contig_291478_44		rank: C;large subunit ribosomal protein L4 (db=kegg)	K02926
26401	P41909	group8_bins.18_contig_291478_45		rank: C;large subunit ribosomal protein L3 (db=kegg)	K02906
26402	P41910	group8_bins.18_contig_291478_46		rank: C;small subunit ribosomal protein S10 (db=kegg)	K02946
26403	P41911	group8_bins.18_contig_291478_47		rank: C;elongation factor Tu (db=kegg)	K02358
26404	P41912	group8_bins.18_contig_291478_48		rank: C;elongation factor G (db=kegg)	K02355
26405	P41919	group8_bins.18_contig_291488_3		rank: C;fumarate hydratase subunit alpha [EC:4.2.1.2] (db=kegg)	K01677
26406	P41920	group8_bins.18_contig_291488_6		rank: C;succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1] (db=kegg)	K00239
26407	P41923	group8_bins.18_contig_291492_20		rank: C;uridylate kinase [EC:2.7.4.22] (db=kegg)	K09903
26408	P41925	group8_bins.18_contig_291493_7	group9_bins.264_contig_5619693_6	rank: D;L-fucose isomerase, C-terminal domain [PF02952.22] (db=pfam)	NA
26409	P41927	group8_bins.18_contig_291502_7		rank: C;succinyl-CoA synthetase beta subunit [EC:6.2.1.5] (db=kegg)	K01903
26410	P41928	group8_bins.18_contig_291502_8		rank: C;succinyl-CoA synthetase alpha subunit [EC:6.2.1.5] (db=kegg)	K01902
26411	P41929	group8_bins.18_contig_291503_11		rank: C;lactate dehydrogenase (NAD+,ferredoxin) subunit LctD [EC:1.1.1.436] (db=kegg)	K26113
26412	P41930	group8_bins.18_contig_291503_12		rank: C;lactate dehydrogenase (NAD+,ferredoxin) subunit LctC (db=kegg)	K26114
26413	P41931	group8_bins.18_contig_291503_14		rank: C;L-lactate dehydrogenase complex protein LldF (db=kegg)	K18929
26414	P41933	group8_bins.18_contig_291503_3		rank: C;acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17] (db=kegg)	K00821
26415	P41936	group8_bins.18_contig_291505_4		rank: C;glycerol-3-phosphate dehydrogenase [EC:1.1.5.3] (db=kegg)	K00111
26416	P41937	group8_bins.18_contig_291506_1		rank: D;FGGY family of carbohydrate kinases, N-terminal domain [PF00370.26] (db=pfam)	NA
26417	P41938	group8_bins.18_contig_291506_5		rank: C;phosphoribosylformylglycinamidine synthase [EC:6.3.5.3] (db=kegg)	K01952
26418	P41939	group8_bins.18_contig_291508_4		rank: C;methylmalonyl-CoA mutase [EC:5.4.99.2] (db=kegg)	K01847
26419	P41940	group8_bins.18_contig_291509_14		rank: D;Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain [PF00044.29];Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain [PF02800.25] (db=pfam)	NA
26420	P41941	group8_bins.18_contig_291509_2		rank: C;protein Tex (db=kegg)	K06959
26421	P41942	group8_bins.18_contig_291510_7		rank: C;glutamate dehydrogenase (NADP+) [EC:1.4.1.4] (db=kegg)	K00262
26422	P41943	group8_bins.18_contig_291511_15		rank: D;GGGtGRT protein [PF14057.11] (db=pfam)	NA
26423	P41944	group8_bins.18_contig_291511_16		rank: E	NA
26424	P41945	group8_bins.18_contig_291511_17		rank: C;2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12] (db=kegg)	K15633
26425	P41946	group8_bins.18_contig_291511_18		rank: C;triosephosphate isomerase (TIM) [EC:5.3.1.1] (db=kegg)	K01803
26426	P41947	group8_bins.18_contig_291511_19		rank: C;phosphoglycerate kinase [EC:2.7.2.3] (db=kegg)	K00927
26427	P41948	group8_bins.18_contig_291511_9		rank: D;Amino-transferase class IV [PF01063.24] (db=pfam)	NA
26428	P41949	group8_bins.18_contig_291514_10		rank: C;uncharacterized protein (db=kegg)	K07080
26429	P41951	group8_bins.18_contig_291514_15		rank: C;phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121] (db=kegg)	K05878
26430	P41955	group8_bins.18_contig_291517_17		rank: C;competence protein ComEC (db=kegg)	K02238
26431	P41956	group8_bins.18_contig_291517_9		rank: C;galactofuranose transport system substrate-binding protein (db=kegg)	K23508
26432	P41958	group8_bins.18_contig_291520_29		rank: D;Pyridine nucleotide-disulphide oxidoreductase [PF07992.19];GXGXG motif [PF01493.24];Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.11];4Fe-4S dicluster domain [PF12838.12];4Fe-4S dicluster domain [PF14697.11];4Fe-4S dicluster domain [PF13237.11];4Fe-4S dicluster domain [PF13187.11];4Fe-4S dicluster domain [PF13247.11];Pyridine nucleotide-disulphide oxidoreductase [PF13738.11];Flavin-binding monooxygenase-like [PF00743.24];NAD(P)-binding Rossmann-like domain [PF13450.11];FAD binding domain [PF00890.29];4Fe-4S dicluster domain [PF13183.11] (db=pfam)	NA
26433	P41959	group8_bins.18_contig_291520_30		rank: D;Conserved region in glutamate synthase [PF01645.22];4Fe-4S dicluster domain [PF13187.11];4Fe-4S dicluster domain [PF12838.12];4Fe-4S dicluster domain [PF13237.11];4Fe-4S dicluster domain [PF14697.11];4Fe-4S double cluster binding domain [PF13484.11];4Fe-4S dicluster domain [PF13183.11] (db=pfam)	NA
26434	P41961	group8_bins.18_contig_291520_5		rank: C;methyl-accepting chemotaxis protein (db=kegg)	K03406
26435	P41963	group8_bins.18_contig_291522_9		rank: C;ATP-dependent Clp protease ATP-binding subunit ClpB (db=kegg)	K03695
26436	P41966	group8_bins.18_contig_291525_5		rank: D;Flotillin-like protein FloA [PF12127.13] (db=pfam)	NA
26437	P41969	group8_bins.18_contig_291530_2		rank: C;glucose-6-phosphate isomerase [EC:5.3.1.9] (db=kegg)	K01810
26438	P41974	group8_bins.18_contig_291536_8		rank: D;Methylmalonyl-CoA mutase [PF01642.27] (db=pfam)	NA
26439	P41975	group8_bins.18_contig_291537_2		rank: C;fructose-bisphosphate aldolase, class II [EC:4.1.2.13] (db=kegg)	K01624
26440	P41976	group8_bins.18_contig_291538_1		rank: C;sugar fermentation stimulation protein A (db=kegg)	K06206
26441	P41978	group8_bins.18_contig_291539_20		rank: C;large subunit ribosomal protein L7/L12 (db=kegg)	K02935
26442	P41982	group8_bins.259_contig_4892399_9		rank: D;Enolase, C-terminal TIM barrel domain [PF00113.27] (db=pfam)	NA
26443	P41985	group8_bins.259_contig_4892402_17		rank: C;large subunit ribosomal protein L18 (db=kegg)	K02881
26444	P41993	group8_bins.259_contig_4892403_42		rank: C;succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1] (db=kegg)	K00239
26445	P41997	group8_bins.259_contig_4892409_21		rank: E	NA
26446	P41999	group8_bins.259_contig_4892409_27		rank: E	NA
26447	P42003	group8_bins.259_contig_4892422_70		rank: C;OmpA-OmpF porin, OOP family (db=kegg)	K03286
26448	P42005	group8_bins.259_contig_4892424_14		rank: C;small subunit ribosomal protein S15 (db=kegg)	K02956
26449	P42009	group8_bins.259_contig_4892430_48		rank: E	NA
26450	P42011	group8_bins.259_contig_4892443_30		rank: C;biopolymer transport protein ExbD (db=kegg)	K03559
26451	P42012	group8_bins.259_contig_4892443_32		rank: C;biopolymer transport protein ExbB (db=kegg)	K03561
26452	P42015	group8_bins.259_contig_4892450_24		rank: C;DNA-binding protein HU-beta (db=kegg)	K03530
26453	P42019	group8_bins.259_contig_4892479_9		rank: E	NA
26454	P42020	group8_bins.259_contig_4892482_1		rank: C;enolase 1/2/3 [EC:4.2.1.11] (db=kegg)	K01689
26455	P42028	group8_bins.266_contig_244805_1		rank: C;IMP dehydrogenase [EC:1.1.1.205] (db=kegg)	K00088
26456	P42029	group8_bins.266_contig_244805_17		rank: D;Pyridoxal-dependent decarboxylase conserved domain [PF00282.24] (db=pfam)	NA
26457	P42031	group8_bins.266_contig_244849_15		rank: C;acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1] (db=kegg)	K04072
26458	P42033	group8_bins.276_contig_3510668_14		rank: C;isocitrate dehydrogenase [EC:1.1.1.42] (db=kegg)	K00031
26459	P42035	group8_bins.276_contig_3510679_5		rank: D;Carboxyl transferase domain [PF01039.27] (db=pfam)	NA
26460	P42036	group8_bins.276_contig_3510691_11		rank: C;23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185] (db=kegg)	K03218
26461	P42037	group8_bins.276_contig_3510693_2		rank: C;ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90] (db=kegg)	K21071
26462	P42039	group8_bins.276_contig_3510701_12		rank: C;flagellin (db=kegg)	K02406
26463	P42040	group8_bins.276_contig_3510701_2		rank: C;3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157] (db=kegg)	K00074
26464	P42041	group8_bins.276_contig_3510710_3		rank: C;HSP20 family protein (db=kegg)	K13993
26465	P42043	group8_bins.276_contig_3510723_7		rank: E	NA
26466	P42045	group8_bins.276_contig_3510744_23		rank: D;His Kinase A (phospho-acceptor) domain [PF00512.30];Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.31] (db=pfam)	NA
26467	P42046	group8_bins.276_contig_3510753_21		rank: C;translation initiation factor IF-2 (db=kegg)	K02519
26468	P42047	group8_bins.276_contig_3510767_3		rank: C;preprotein translocase subunit YajC (db=kegg)	K03210
26469	P42049	group8_bins.276_contig_3510791_2		rank: D;Flavin reductase like domain [PF01613.23];Rubrerythrin, rubredoxin-like domain [PF21349.2];Rubrerythrin [PF02915.22];Rubredoxin [PF00301.25] (db=pfam)	NA
26470	P42050	group8_bins.276_contig_3510797_14		rank: C;glycerol kinase [EC:2.7.1.30] (db=kegg)	K00864
26471	P42053	group8_bins.283_contig_1950842_38		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
26472	P42055	group8_bins.283_contig_1950877_1		rank: C;phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49] (db=kegg)	K01610
26473	P42056	group8_bins.283_contig_1950883_8		rank: C;large subunit ribosomal protein L15 (db=kegg)	K02876
26474	P42058	group8_bins.297_contig_2673641_22		rank: E	NA
26475	P42059	group8_bins.297_contig_2673683_4		rank: C;pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-] (db=kegg)	K03737
26476	P42062	group8_bins.297_contig_2673706_4		rank: C;elongation factor G (db=kegg)	K02355
26477	P42065	group8_bins.322_contig_3530726_1		rank: D;S-layer homology domain [PF00395.25];Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.25] (db=pfam)	NA
26478	P42066	group8_bins.322_contig_3530726_3		rank: D;S-layer homology domain [PF00395.25] (db=pfam)	NA
26479	P42067	group8_bins.322_contig_3530760_2		rank: C;elongation factor Tu (db=kegg)	K02358
26480	P42068	group8_bins.322_contig_3530772_20		rank: C;rubrerythrin (db=kegg)	K19824
26481	P42070	group8_bins.322_contig_3530779_11		rank: D;Enoyl-(Acyl carrier protein) reductase [PF13561.11];short chain dehydrogenase [PF00106.30] (db=pfam)	NA
26482	P42075	group8_bins.322_contig_3530811_2		rank: C;molecular chaperone DnaK (db=kegg)	K04043
26483	P42076	group8_bins.322_contig_3530834_5		rank: D;Pyridine nucleotide-disulphide oxidoreductase [PF07992.19];Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain [PF02852.27];Pyridine nucleotide-disulphide oxidoreductase [PF00070.32];Pyridine nucleotide-disulphide oxidoreductase [PF13738.11] (db=pfam)	NA
26484	P42077	group8_bins.322_contig_3530864_2		rank: C;recombination protein RecA (db=kegg)	K03553
26485	P42078	group8_bins.322_contig_3530871_2		rank: C;ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100] (db=kegg)	K06949
26486	P42079	group8_bins.322_contig_3530874_6		rank: C;peptide/nickel transport system ATP-binding protein (db=kegg)	K02032
26487	P42080	group8_bins.322_contig_3530875_15		rank: C;6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50] (db=kegg)	K01737
26488	P42082	group8_bins.65_contig_6986533_10		rank: C;pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-] (db=kegg)	K03737
26489	P42088	group8_bins.65_contig_6986545_26		rank: C;F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1] (db=kegg)	K02112
26490	P42090	group8_bins.65_contig_6986552_44		rank: C;molecular chaperone DnaK (db=kegg)	K04043
26491	P42093	group8_bins.65_contig_6986573_13		rank: D;Radical SAM superfamily [PF04055.26];4Fe-4S single cluster domain [PF13353.11] (db=pfam)	NA
26492	P42094	group8_bins.65_contig_6986583_8		rank: C;glutamate dehydrogenase (NADP+) [EC:1.4.1.4] (db=kegg)	K00262
26493	P42096	group8_bins.65_contig_6986598_3		rank: C;sirohydrochlorin cobaltochelatase [EC:4.99.1.3] (db=kegg)	K02190
26494	P42097	group8_bins.65_contig_6986602_20		rank: C;small subunit ribosomal protein S15 (db=kegg)	K02956
26495	P42098	group8_bins.65_contig_6986602_48		rank: C;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12] (db=kegg)	K00134
