"Protein"	"mean_control"	"mean_stress"	"log2Fold_change"	"p_value"	"SCORE_neg_log10_p"	"Protein"	"Indistinguishable.Proteins"	"Description"
"1126"	"P6689"	13.9978642995514	15.9174296609287	1.91956536137723	0.0136739123592123	1.86410720796914	"956_SemiBin_215_contig_4668616_22"	""	"rank: C;4-hydroxybutyrate dehydrogenase [EC:1.1.1.61] (db=kegg)"
"1127"	"P6713"	14.4611086436948	16.4600402921736	1.99893164847884	0.0269394100516531	1.56961191915932	"956_SemiBin_215_contig_4668623_8"	""	"rank: C;methyl-galactoside transport system substrate-binding protein (db=kegg)"
"1128"	"P6715"	7.35664907600781	10.0561331841561	2.69948410814828	0.0184782837163285	1.73333836900024	"956_SemiBin_215_contig_4668624_2"	""	"rank: D;Transketolase, C-terminal domain [PF02780.25];Transketolase, pyrimidine binding domain [PF02779.29] (db=pfam)"
"1129"	"P6738"	14.2606838502077	15.5433257201622	1.28264186995457	0.0426106392119256	1.37048195080002	"956_SemiBin_215_contig_4668629_55"	""	"rank: C;xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22] (db=kegg)"
"1130"	"P6754"	15.4533353233703	16.9444442617482	1.49110893837796	0.0362906950534163	1.44020471394404	"956_SemiBin_215_contig_4668638_34"	""	"rank: C;triosephosphate isomerase (TIM) [EC:5.3.1.1] (db=kegg)"
"1131"	"P6774"	6.17676857129669	7.9338569191341	1.75708834783742	0.0205099978168332	1.68803438585969	"956_SemiBin_215_contig_4668649_3"	""	"rank: C;myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369] (db=kegg)"
"1132"	"P6796"	7.62049927470286	6.19609793366619	-1.42440134103667	0.0478962924441078	1.31969810314877	"957_SemiBin_343_contig_1613452_17"	"MEGAHIT-MetaBAT2-S958.137_contig_6759197_8"	"rank: C;fructose-bisphosphate aldolase, class II [EC:4.1.2.13] (db=kegg)"
"1133"	"P6797"	7.48056874343826	5.95894434101929	-1.52162440241897	0.0170320262849516	1.76873368133719	"957_SemiBin_343_contig_1613453_5"	"MEGAHIT-MetaBAT2-S958.137_contig_6759138_3"	"rank: C;LemA protein (db=kegg)"
"1134"	"P6995"	5.74243992389	7.21971629419694	1.47727637030694	0.0130900269670624	1.88305945874838	"958_SemiBin_114_contig_1435962_1"	""	"rank: C;threonine synthase [EC:4.2.3.1] (db=kegg)"
"1135"	"P7017"	5.86477714757777	8.55898528710698	2.69420813952921	0.00180173207938103	2.74430978888258	"958_SemiBin_114_contig_1436035_3"	"group10_bins.149_contig_6234305_2"	"rank: C;phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20] (db=kegg)"
"1136"	"P706"	6.90268020480072	5.75722195368095	-1.14545825111978	0.0181444698921589	1.74125571560193	"932_SemiBin_237_contig_3195453_25"	"MEGAHIT-MetaBAT2-S962.80_contig_4191409_4"	"rank: C;protein deglycase [EC:3.5.1.124] (db=kegg)"
"1137"	"P7082"	13.8657974125949	15.9546706125153	2.08887319992038	0.0494096173364237	1.30618850958606	"958_SemiBin_114_contig_1436165_14"	""	"rank: D;EAL domain [PF00563.25];Diguanylate cyclase, GGDEF domain [PF00990.26] (db=pfam)"
"1138"	"P7119"	5.83619061160288	7.22552221435839	1.38933160275551	0.0299341133455989	1.52383360121686	"958_SemiBin_114_contig_1436225_12"	""	"rank: D;Barrel-sandwich domain of CusB or HlyD membrane-fusion [PF16576.10];HlyD family secretion protein [PF13437.11];Biotin-requiring enzyme [PF00364.27] (db=pfam)"
"1139"	"P7152"	7.11080237536201	5.98621398403593	-1.12458839132608	0.038196720564327	1.41797392247978	"959_SemiBin_129_contig_894503_20"	""	"rank: C;ketol-acid reductoisomerase [EC:1.1.1.86] (db=kegg)"
"1140"	"P7165"	14.5593817125381	16.2690151477682	1.70963343523016	0.0254459235252455	1.59438178237608	"960_SemiBin_14_contig_3547881_12"	""	"rank: C;glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14] (db=kegg)"
"1141"	"P7166"	5.72525050757855	6.87565772449542	1.15040721691688	0.0456909618384245	1.34016969953406	"960_SemiBin_14_contig_3547881_7"	""	"rank: C;polar amino acid transport system substrate-binding protein (db=kegg)"
"1142"	"P7215"	6.17414610583585	8.22400005324457	2.04985394740872	0.0150576085685902	1.82224399678965	"960_SemiBin_14_contig_3548040_26"	""	"rank: C;large subunit ribosomal protein L2 (db=kegg)"
"1143"	"P7248"	6.13415677011263	7.81287914888995	1.67872237877732	0.0420675874589172	1.37605239369546	"960_SemiBin_192_contig_4304208_2"	""	"rank: C;ATP-dependent Clp protease ATP-binding subunit ClpB (db=kegg)"
"1144"	"P7335"	7.1554518998049	5.63057903460012	-1.52487286520477	0.00722135154105701	2.14138151269468	"960_SemiBin_428_contig_1815700_263"	""	"rank: C;ribonucrease Y [EC:3.1.-.-] (db=kegg)"
"1145"	"P7407"	7.03968175216229	9.44235552608418	2.40267377392189	0.00770961453142448	2.11296733544584	"960_SemiBin_66_contig_2055284_5"	""	"rank: C;large subunit ribosomal protein L1 (db=kegg)"
"1146"	"P7427"	5.55804242388998	7.30000291727473	1.74196049338476	0.0139443815195348	1.85560074339935	"960_SemiBin_66_contig_2055307_2"	"MEGAHIT-MetaBAT2-S956.103_contig_5657188_3"	"rank: C;elongation factor P (db=kegg)"
"1147"	"P7429"	8.74522641831756	11.2861713476192	2.5409449293016	0.0402382425186572	1.39536099617075	"960_SemiBin_66_contig_2055313_29"	"MEGAHIT-MetaBAT2-S967.229_contig_6869568_10"	"rank: E"
"1148"	"P7471"	7.37368124770294	9.56166627450725	2.18798502680431	0.0339663894866267	1.46895061472461	"960_SemiBin_66_contig_2055393_4"	"MEGAHIT-MetaBAT2-S956.103_contig_5657266_23"	"rank: C;ketol-acid reductoisomerase [EC:1.1.1.86] (db=kegg)"
"1149"	"P7516"	7.26121496836421	5.94700805994748	-1.31420690841672	0.044935260196232	1.34741273919732	"961_SemiBin_68_contig_3660505_8"	""	"rank: C;two-component system, chemotaxis family, chemotaxis protein CheV (db=kegg)"
"1150"	"P7558"	8.05449870427356	6.26392112157553	-1.79057758269803	0.0317319912550793	1.49850267407171	"961_SemiBin_68_contig_3660511_7"	""	"rank: C;phosphoglycerate kinase [EC:2.7.2.3] (db=kegg)"
"1151"	"P7576"	7.97695552694752	6.15675136948405	-1.82020415746347	0.0246297974601298	1.60853915950924	"961_SemiBin_68_contig_3660515_9"	""	"rank: E"
"1152"	"P7624"	7.42293430878076	5.94239567200576	-1.480538636775	0.0147546691872741	1.83107052332105	"961_SemiBin_68_contig_3660519_5"	""	"rank: C;oligopeptidase A [EC:3.4.24.70] (db=kegg)"
"1153"	"P7710"	6.93155306415813	5.61842712862996	-1.31312593552817	0.0396251154733671	1.40202945917487	"961_SemiBin_68_contig_3660542_18"	""	"rank: C;type VI secretion system protein ImpB (db=kegg)"
"1154"	"P775"	6.05425900828785	7.70903589661996	1.65477688833211	0.0374418474409033	1.42664273061782	"932_SemiBin_237_contig_3195459_31"	"MEGAHIT-MetaBAT2-S962.80_contig_4191180_1"	"rank: D;2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [PF01128.24];Nucleotidyl transferase [PF00483.28] (db=pfam)"
"1155"	"P7767"	7.26998233037527	5.71587084259342	-1.55411148778185	0.0194839565012238	1.71032284868041	"961_SemiBin_68_contig_3660555_14"	""	"rank: C;DNA gyrase subunit B [EC:5.6.2.2] (db=kegg)"
"1156"	"P7772"	8.12038008101581	6.3838464089251	-1.73653367209071	0.0449429943878995	1.34733799549458	"961_SemiBin_68_contig_3660556_1"	""	"rank: D;Domain of unknown function (DUF4214) [PF13946.11] (db=pfam)"
"1157"	"P7785"	7.55026850444513	5.90569380349215	-1.64457470095298	0.0234680474377696	1.62952304258197	"961_SemiBin_68_contig_3660560_15"	""	"rank: C;tryptophan synthase beta chain [EC:4.2.1.20] (db=kegg)"
"1158"	"P7792"	7.2301617313925	5.80333645571154	-1.42682527568097	0.0212778261456905	1.67207274391252	"961_SemiBin_68_contig_3660561_15"	""	"rank: C;H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.1.1.11 7.2.1.2] (db=kegg)"
"1159"	"P7804"	6.89565764674688	5.89164810565139	-1.00400954109549	0.0483258359836635	1.31582062441888	"961_SemiBin_68_contig_3660564_2"	""	"rank: C;hydroxyacylglutathione hydrolase [EC:3.1.2.6] (db=kegg)"
"1160"	"P7809"	7.7244502597843	6.13421473547363	-1.59023552431068	0.0276453414275456	1.55837804203621	"961_SemiBin_68_contig_3660570_4"	""	"rank: E"
"1161"	"P7810"	7.0560651506707	5.69651639285983	-1.35954875781087	0.0219820953493466	1.65793091267292	"961_SemiBin_68_contig_3660571_2"	""	"rank: E"
"1162"	"P7818"	7.20176678054009	5.9924157864389	-1.20935099410119	0.0345359199234595	1.46172897132538	"961_SemiBin_68_contig_3660573_29"	""	"rank: C;2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55] (db=kegg)"
"1163"	"P7823"	7.53219030005681	6.16924895777285	-1.36294134228395	0.0244754651856612	1.61126904515727	"961_SemiBin_68_contig_3660575_2"	""	"rank: C;acyl carrier protein (db=kegg)"
"1164"	"P7828"	7.06454804999999	5.90694884183964	-1.15759920816035	0.0468966571481964	1.32885811323019	"961_SemiBin_68_contig_3660577_3"	""	"rank: C;flagellar hook protein FlgE (db=kegg)"
"1165"	"P7836"	7.5208160215041	5.9173046483098	-1.60351137319429	0.0222741664933866	1.65219853842894	"961_SemiBin_68_contig_3660580_18"	""	"rank: C;enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10] (db=kegg)"
"1166"	"P7853"	7.49249098107743	6.11565513325391	-1.37683584782352	0.0339791147759637	1.4687879395612	"961_SemiBin_68_contig_3660582_15"	""	"rank: D;ubiE/COQ5 methyltransferase family [PF01209.23];Methyltransferase domain [PF08241.17];Methyltransferase domain [PF13649.11];Methyltransferase domain [PF08242.17];Methyltransferase domain [PF13847.11];Methyltransferase domain [PF13489.11] (db=pfam)"
"1167"	"P7882"	8.42958530217913	6.42629527701193	-2.0032900251672	0.0366510990671976	1.43591299751228	"961_SemiBin_68_contig_3660588_4"	""	"rank: C;homoserine dehydrogenase [EC:1.1.1.3] (db=kegg)"
"1168"	"P793"	13.7683690822548	11.364240188628	-2.40412889362679	0.0484794669677849	1.31444216388761	"932_SemiBin_237_contig_3195460_34"	"MEGAHIT-MetaBAT2-S962.80_contig_4191177_6"	"rank: C;large subunit ribosomal protein L18 (db=kegg)"
"1169"	"P7942"	7.23396552186655	5.77629615501708	-1.45766936684947	0.0321467308188012	1.49286318633371	"961_SemiBin_68_contig_3660611_8"	""	"rank: C;isoleucyl-tRNA synthetase [EC:6.1.1.5] (db=kegg)"
"1170"	"P7950"	18.4246782064964	15.8824066972634	-2.54227150923303	0.031836928476809	1.49706883823079	"961_SemiBin_68_contig_3660617_1"	""	"rank: D;Gram-negative porin [PF13609.11];Gram-negative porin [PF00267.26] (db=pfam)"
"1171"	"P7952"	7.37006651631344	6.07496821378715	-1.29509830252628	0.0437562661529884	1.35895974468054	"961_SemiBin_68_contig_3660617_12"	""	"rank: D;Gram-negative porin [PF13609.11] (db=pfam)"
"1172"	"P7981"	7.02792195916184	5.97838238008164	-1.0495395790802	0.0317914676683692	1.49768942220914	"961_SemiBin_68_contig_3660622_2"	""	"rank: C;ornithine carbamoyltransferase [EC:2.1.3.3] (db=kegg)"
"1173"	"P7993"	8.5689058012909	11.0164398900866	2.44753408879565	0.0101225720051874	1.99470912526893	"962_SemiBin_32_contig_4978729_10"	"group3_bins.240_contig_2480957_3"	"rank: E"
"1174"	"P7995"	9.29106543964415	7.19519723947666	-2.09586820016748	0.0337648365276771	1.47153534857373	"962_SemiBin_52_contig_3229302_7"	""	"rank: E"
"1175"	"P8029"	7.5893086522075	6.20327956131907	-1.38602909088843	0.0356883438325239	1.44747360561915	"962_SemiBin_52_contig_3229493_4"	""	"rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)"
"1176"	"P803"	8.38025029128147	6.61770688029125	-1.76254341099022	0.038989450229072	1.40905288854024	"932_SemiBin_237_contig_3195460_50"	""	"rank: C;large subunit ribosomal protein L3 (db=kegg)"
"1177"	"P8080"	11.5736130151826	14.2991347954298	2.72552178024725	0.0282406901665081	1.5491246938864	"963_SemiBin_255_contig_1302079_235"	""	"rank: C;electron transfer flavoprotein beta subunit (db=kegg)"
"1178"	"P8112"	7.43550129346557	5.66526487147532	-1.77023642199025	0.00761125587022564	2.11854367798513	"963_SemiBin_255_contig_1302086_43"	""	"rank: C;glucose-6-phosphate isomerase [EC:5.3.1.9] (db=kegg)"
"1179"	"P8196"	11.2345238632595	13.5402773082756	2.30575344501609	0.0435881253666655	1.36063180867031	"963_SemiBin_255_contig_1302111_5"	""	"rank: D;Phosphofructokinase [PF00365.25] (db=pfam)"
"1180"	"P8247"	5.81782021174144	7.15816064127361	1.34034042953217	0.0124586845127575	1.90452781153006	"964_SemiBin_111_contig_3254954_3"	""	"rank: E"
"1181"	"P8252"	6.28267229638922	7.80094473420377	1.51827243781455	0.0368712093697846	1.43331261737055	"964_SemiBin_111_contig_3254958_4"	""	"rank: C;large subunit ribosomal protein L6 (db=kegg)"
"1182"	"P8294"	5.86687567021134	7.1123594198789	1.24548374966756	0.0246804587220821	1.60764677257163	"964_SemiBin_111_contig_3255025_3"	""	"rank: E"
"1183"	"P8311"	6.80428134645526	9.26180765310781	2.45752630665255	0.0228526256950608	1.64106389365261	"964_SemiBin_111_contig_3255066_1"	""	"rank: D;Dockerin type I domain [PF00404.23] (db=pfam)"
"1184"	"P8315"	6.65556853893709	8.46125206150222	1.80568352256514	0.0419557589149763	1.37720841878432	"964_SemiBin_111_contig_3255083_8"	""	"rank: C;small subunit ribosomal protein S1 (db=kegg)"
"1185"	"P8407"	6.75627253029812	5.68052174661887	-1.07575078367925	0.0312786858569414	1.50475150168213	"964_SemiBin_528_contig_2812562_134"	""	"rank: C;flagellar hook-associated protein 2 (db=kegg)"
"1186"	"P8414"	8.63046705625373	11.5707748179356	2.94030776168185	0.0102249853982532	1.99033730351256	"964_SemiBin_528_contig_2812564_20"	""	"rank: C;6-phosphofructokinase 1 [EC:2.7.1.11] (db=kegg)"
"1187"	"P8473"	10.4776556069609	13.2764955082846	2.79883990132372	0.0409203868771863	1.38806026895223	"964_SemiBin_528_contig_2812592_64"	""	"rank: C;OmpA-OmpF porin, OOP family (db=kegg)"
"1188"	"P8482"	13.444695593228	15.48401638337	2.039320790142	0.037919772999178	1.42113427116254	"964_SemiBin_528_contig_2812596_105"	""	"rank: C;elongation factor G (db=kegg)"
"1189"	"P8517"	15.9196993811733	16.9198098018252	1.00011042065186	0.0308568531891669	1.51064836577332	"965_SemiBin_146_contig_1264995_3"	""	"rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)"
"1190"	"P8519"	15.0505424998521	17.0578592234644	2.00731672361233	0.0146496542136031	1.83417262615604	"965_SemiBin_146_contig_1264995_5"	""	"rank: D;Fasciclin domain [PF02469.27] (db=pfam)"
"1191"	"P8520"	13.7982701935552	16.2818476420668	2.4835774485116	0.0130335230787791	1.88493817470485	"965_SemiBin_146_contig_1264995_6"	""	"rank: D;Fasciclin domain [PF02469.27] (db=pfam)"
"1192"	"P8529"	12.2846610967033	15.7002634102885	3.41560231358518	0.00230620084173223	2.63710287368579	"965_SemiBin_146_contig_1265001_4"	""	"rank: D;Domain of unknown function (DUF5119) [PF17145.9] (db=pfam)"
"1193"	"P8541"	14.4120580271333	16.126591978402	1.71453395126866	0.0148062730668618	1.8295542453403	"965_SemiBin_146_contig_1265009_15"	""	"rank: C;aldose 1-epimerase [EC:5.1.3.3] (db=kegg)"
"1194"	"P8575"	13.7971404795565	15.6770838375749	1.87994335801841	0.00940247901852202	2.02675762702551	"965_SemiBin_146_contig_1265022_9"	""	"rank: C;preprotein translocase subunit YajC (db=kegg)"
"1195"	"P8577"	8.03729403870373	6.13212745671188	-1.90516658199185	0.0126231596090945	1.89883192646687	"965_SemiBin_146_contig_1265025_10"	""	"rank: C;polysaccharide biosynthesis/export protein (db=kegg)"
"1196"	"P8584"	12.0218895778548	15.1488753508584	3.12698577300365	0.00268994577824293	2.57025647406719	"965_SemiBin_146_contig_1265026_8"	""	"rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)"
"1197"	"P8587"	9.48143935064516	13.0318754369807	3.55043608633559	0.00586570809076746	2.23167955365062	"965_SemiBin_146_contig_1265027_5"	""	"rank: C;chemotaxis protein MotB (db=kegg)"
"1198"	"P8590"	15.5976405020224	17.1440605952822	1.54642009325983	0.0304825709265282	1.51594840701359	"965_SemiBin_146_contig_1265028_12"	""	"rank: D;Domain of unknown function (DUF5017) [PF16409.10] (db=pfam)"
"1199"	"P8625"	14.4534655685205	16.189778237364	1.7363126688435	0.0461949935297351	1.33540508938384	"965_SemiBin_146_contig_1265050_20"	""	"rank: D;Domain of unknown function (DUF5074) [PF16819.10] (db=pfam)"
"1200"	"P8699"	12.6353605800831	15.0430566239218	2.40769604383865	0.00915995502436576	2.03810665872491	"965_SemiBin_146_contig_1265085_4"	""	"rank: C;bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3] (db=kegg)"
"1201"	"P8706"	11.8577972196061	14.5038559957093	2.64605877610327	0.0225612568851904	1.64663670951594	"965_SemiBin_146_contig_1265089_5"	""	"rank: C;F-type H+-transporting ATPase subunit b (db=kegg)"
"1202"	"P8724"	13.0068433855596	15.2038529311681	2.1970095456085	0.0352397479296618	1.4529672067625	"965_SemiBin_146_contig_1265098_11"	""	"rank: C;large subunit ribosomal protein L10 (db=kegg)"
"1203"	"P8727"	8.62493972497531	11.1082524561713	2.48331273119599	0.0458434253130806	1.33872294036454	"965_SemiBin_146_contig_1265098_14"	""	"rank: C;DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6] (db=kegg)"
"1204"	"P8763"	6.20618212366877	7.84121720929666	1.63503508562788	0.0318008544219018	1.49756121128185	"965_SemiBin_146_contig_1265129_9"	""	"rank: D;NADH-ubiquinone/plastoquinone oxidoreductase chain 6 [PF00499.25] (db=pfam)"
"1205"	"P8765"	16.2775525318985	17.481516147482	1.2039636155835	0.044147268473858	1.35509616237927	"965_SemiBin_146_contig_1265130_2"	""	"rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)"
"1206"	"P8766"	13.2384276363543	15.1880249167213	1.94959728036706	0.0404192503377093	1.39341174567513	"965_SemiBin_146_contig_1265130_3"	""	"rank: D;Surface glycan-binding protein B xyloglucan binding domain [PF18329.6] (db=pfam)"
"1207"	"P8767"	13.6850467526313	16.1716182314116	2.48657147878038	0.00705655313765075	2.15140738376994	"965_SemiBin_146_contig_1265130_4"	""	"rank: E"
"1208"	"P8768"	10.5776399146564	13.5103152533982	2.93267533874182	0.0119706682068296	1.92188160644913	"965_SemiBin_146_contig_1265130_5"	""	"rank: D;Cellulase (glycosyl hydrolase family 5) [PF00150.23] (db=pfam)"
"1209"	"P8782"	9.55544020379031	12.3651730487531	2.80973284496277	0.0208535515051314	1.68081997101478	"965_SemiBin_146_contig_1265144_10"	""	"rank: C;nitrogen regulatory protein P-II 1 (db=kegg)"
"1210"	"P8794"	12.8680408599916	15.1973323164315	2.3292914564399	0.00873890186125206	2.05854313779605	"965_SemiBin_146_contig_1265147_1"	""	"rank: C;Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1] (db=kegg)"
"1211"	"P8835"	15.4427887377976	17.1140172234897	1.67122848569214	0.0201297405824794	1.69616182194809	"965_SemiBin_146_contig_1265174_1"	""	"rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)"
"1212"	"P8842"	10.3686407820877	13.0913359488716	2.72269516678394	0.0239144531138093	1.62133954631494	"965_SemiBin_146_contig_1265175_5"	""	"rank: C;dipeptidase D [EC:3.4.13.-] (db=kegg)"
"1213"	"P8853"	8.6216628022706	11.5438359698115	2.92217316754093	0.0162038596436878	1.79038152729022	"965_SemiBin_146_contig_1265183_32"	""	"rank: D;Domain of unknown function (DUF4925) [PF16272.10] (db=pfam)"
"1214"	"P8879"	5.91731504368395	7.31389270666553	1.39657766298158	0.0480087276540224	1.31867980371964	"965_SemiBin_146_contig_1265202_2"	""	"rank: D;PKD-like family [PF16407.10];PKD-like domain [PF16820.10] (db=pfam)"
"1215"	"P8883"	7.20417200848538	9.65726921166717	2.45309720318178	0.0226182282862173	1.64554141690191	"965_SemiBin_146_contig_1265203_2"	""	"rank: C;transcription termination/antitermination protein NusA (db=kegg)"
"1216"	"P8902"	13.2626269732883	15.2658511951569	2.00322422186862	0.0424691711544485	1.37192621479368	"966_SemiBin_49_contig_5227290_3"	""	"rank: C;two-component system, response regulator, stage 0 sporulation protein A (db=kegg)"
"1217"	"P8948"	11.8758375642381	9.00327036685528	-2.87256719738283	0.0146743776767547	1.83344030761236	"966_SemiBin_49_contig_5227556_4"	""	"rank: C;GDPmannose 4,6-dehydratase [EC:4.2.1.47] (db=kegg)"
